seg_id,content

6f7caa7b33b74adbbcf86c9466ac4d35,"千仞雪脸上并没有绝望的神色，正相反，她的神色很平静，甚至是安详。<br>她用自己全部的力量，甚至是破碎了神位的力量发动了那最后的一击，此时，她心中默默的诉说着，比比东，你给予了我生命，我也用自己生命的代价偿还了你。我不再欠你。<br>血色的修罗魔剑，仿佛恒古杀神降临一般，别说已经不再是
        "

ad77eed1e96e4488b438e4115fca6b29,"将唐三轰飞的同时，比比东身体也是一阵晃动，哇的一声，喷出一口紫黑色的鲜血。但是，嘉陵关城头上观战的众人却都明白，这场战斗的结局已经注定了。<br>唐三的身体在空中倒飞，全身都不断有那紫色的电光闪烁着，恐怖的怨念正疯狂的冲击着他的神念，逼迫的他只能全力以赴的硬顶，凭借自己要高于比比东的神念
        "

0eb118b19c0a4681b11cdb97eb95e546,"比比东有些不敢相信自己的眼睛，三天的时间，不论是她还是千仞雪，凭借着强大的神力，她们的实力都已经完全恢复。但是，她却怎么也想不到，在这战场之中，竟然会再见到唐三。那原本应该已经魂飞魄散的海神。<br>“我就知道，他不会那么容易死的。”不知道为什么，再次看到唐三，千仞雪反而有一种如释重负的
        "

50b71254d7b24f0981b28b0a909efbe7,"奥斯卡和宁荣荣都在苦苦支撑着，他们已经将自己所有的能量全部燃烧起来，凝聚在一起，支撑着那降临的两大神诋释放神力。但是，正所谓人力有时尽，他们的意念再执着，能量也终究是有限的。眼看着复活的机会就在眼前，可他们所释放的魂力却已经再无法支持下去。两大神诋随时都有脱离的可能。<br>怎么办？怎么
        "

646f513d55da40adbad083916abca65e,"宁荣荣和奥斯卡对望了一眼，他们都看出了对方眼中的那份坚决。他们并没有告诉这些所有关注着唐三的人们，其实，对于复活唐三，他们甚至连半分把握都没有。<br>先前，当他们双手相握，出现那奇异光彩的时候，没错，他们心中都得到了提示。他们也没有说谎。十万年第九魂技的第二技能，正是武魂融合技复活
        "

2302b0e558964d1996a3fa0e71540073,"在小舞惊呼出声的同时，唐三和比比东最后的碰撞已经发生。<br>剑斗罗和骨斗罗并没有白死，他们的攻击虽然没能给比比东带来任何伤害，但毫无疑问，两位封号斗罗全力以赴的攻击还是令比比东要分神面对，控制那九柄魔镰也需要相当的神念和神力作为后盾，才能彻底击杀这两大强者。<br>比比东并没想到
        "

5dd647e5e23c4790910d0c75c7780cb7,"首先说一句，今天章节上的大结局指的是斗罗最后一集，不是最后一章。汗一下。这个标题本来是给繁体出版社写的，早上老婆传书就直接给放上去了，要是让大家误解了，小三先道歉。斗罗进入最后一周，最后的七章，麻烦大家把月票也最后的砸过来吧。谢谢。下面的话麻烦大家一定看一下，谢谢。<br>-----
        "

644b39b928264278a92511d7d74bfe20,"突然出现的武魂帝国军队中飞出的并不是两个人，应该说是两位神。天使之神千仞雪，与一身紫色神铠的罗刹神比比东。而此时唐三也已经看清，在下方统帅武魂帝国大军的，赫然正是武魂帝国圣女，胡列娜。<br>蓝色的光华围绕着唐三身体悄然成型，蓝光一闪，整个嘉陵关依旧已经变成了一片蓝色的世界，强行将那
        "

656d099401aa47c6b186be0cb6b3b35f,"柔和的能量托起雪崩，唐三微笑道：“陛下不必如此，我怎能当你如此大礼？”<br>雪崩执着的道：“老师，如果您当不起，就没有人能当得起了。雪崩这一拜不只是为了自己，也是为了我们的百万大军还有天斗帝国千千万万的百姓。”他这句话说的情真意切，唐三听得出，雪崩完全是发自肺腑说出。<br>雪崩
        "

a931c33139af4d8c824576c614e9a77c,"要知道，天使神装乃是天使之神性命交关的神器，虽然破碎之后也能够恢复，但对于天使之神本身来说却是元气大伤，这一击发出，千仞雪的实力将锐减九成，正是不成功则成仁。而且，在三天之内，她的实力都是只能在一成状态。<br>如果在这个时候，唐三不顾一切的将海之阳发出，千仞雪的搏命一击只是锁定着他
        "

2ca3c084d6674bacaedd9c3a8f7ed90f,"轰轰轰轰——，四声令整个嘉陵关都为之颤抖的剧烈轰鸣再次响起，接着幽冥白虎骤然冲入武魂帝国魂师军团中制造混乱的机会，唐门破城小队再次发起了冲锋。这一次他们的准备更加充分，助跑的距离也更远，因为城头的大混乱，御堂弟子也腾出一些人手帮助力堂弟子支撑着那巨大的撞城锤冲向城门，令那五十万斤的重量
        "

f32ea27f84ed4862957ccf64638ea21b,"天斗帝国百万大军骤然迸发出强横的战斗力，尤其是那默契的兵种配合以及整体调度，百万大军竟然丝毫不乱，井然有序。<br>这就是大国气象，是武魂帝国这临时拼凑起来的国家所无法拥有的。武魂帝国的成立，完全是凭借着武魂殿强大的实力和势力，以及占据了整个大陆百分之六十以上的魂师为基础，威逼利诱之
        "

29592024e2ea4ceba3d4db5c815c2373,"有点伤心，月票掉到第三位了。可以说，昨天小三是更新最多的一个，却被人家空口白话的拉票超过了。而且，咱们的日常更新都不比人家的爆发少啊！小三总不能把每天的更新减少，然后再把日常更新说成是爆发吧。难道在没有坐上上个月第一的情况下小三也爆发了一万七还不足以让书友们拿出自己的保底月票么？<br>
        "

f96db7c32edf4105a46d6c2ba69ef74f,"眼看着幽冥白虎和马红俊瞬间夹击，城头上的其他人想要再救援金鳄斗罗也已经来不及了，戴沐白和朱竹清所化的幽冥白虎与马红俊从天空中的攻击，形成了完美的空地一体。硬生生的将金鳄斗罗同时要承受他们两方面的进攻。尽管嘉陵关城头上有那么多的武魂帝国魂师，但此时金鳄斗罗的感觉却完全是孤立无援的。那种感
        "

f892324a3e744fc7a032be305c4c8d0e,"千仞雪不计一切代价的开始吸收太阳真火之力，唐三也不敢怠慢，开始在这万米高空之中吸收大海中的能量。<br>万米高空，对于唐三来说本来是应该有所影响的，但因为他这本不应该出现在海神神装中的外附魂骨八蛛矛所化海神八翼的存在，导致他在借助大海之力的时候就要轻松的多。尽管是在如此高空之中，却依
        "

ad68be96a1b24dcaa1f830ff170e61fd,"就在天斗帝国大军冲出营帐，准备与武魂帝国大军决一死战之时，唐三与伙伴们终于及时赶了回来。<br>当初，他击败千仞雪之后，只是耽误了几个时辰的工夫协助伙伴们完成各自的魂环吸收，又在紫珍珠岛短暂停留后，就与众人出发，急速回归。而千仞雪因为被唐三所伤，路上有所耽搁，回到嘉陵关后昨晚又休息了
        "

948a94760f474047afb4a8f250b89296,"六大供奉的目光都朝着那金光的方向看去，并不是那金光变得越来越亮，而是它距离这嘉陵关要塞越来越近，这金光来的好快，几乎就是三供奉说话的工夫，它就已经放大了十倍，众供奉凝望之时，已经隐约能够看清楚了。<br>“那是……”二供奉极目远眺，他的情绪瞬间变得激动起来，以他那百岁高龄，在这一刻也
        "

e0110db6b6a14425bc0df967b8ab4c9e,"在这个时候，唐三根本就没去思考这股修罗神之力与自身的关系，将它绞杀会不会对自己的身体有影响，他所想到的，就是小舞不能有事，哪怕是自己死了，也绝不能让这修罗之神的能量伤害到她。<br>唐三的反应不可谓不快，但是，这一切却来的太突然了。从那股修罗神之力涌入小舞体内，到唐三反应过来立刻救援
        "

c959446d857b4527913deb73a718a41b,"奥斯卡没好气的道：“什么凤凰斗罗，应该叫邪火斗罗，哦，不，叫勾栏斗罗是不是更好一些。荣荣，我觉得吧，我们回去以后，应该和香香好好的讲一下这勾栏斗罗中勾栏二字的来历。”<br>“不要啊！二哥，我错了。”一提到白沉香，马红俊的脸色顿时就垮了下来，先前的得意荡然无存，求助的看向唐三，“三哥
        "

6623c368c00c4600a095cae2af00e142,"心中暗道一声好样的，唐三缓缓抬起右手，食指遥指奥斯卡眉心，一滴蓝金色的血液缓缓从他指尖透出，唐三额头上海神三叉戟烙印光芒一闪，一道蓝金色的光芒已经笼罩上了奥斯卡的身体。直接从他皮肤处浸入，暂时护住了他的身体不至于被撑爆。<br>但是，吸收魂环，必须要依靠自己的力量，外力是帮不了他的，
        "

073812cd1efe4f43a76c6919dcc630cd,"千仞雪右臂平举在身侧，天使圣剑与手臂保持一条直线，刺目的赤金色光芒从她那天使套装的每一部分释放出来，右手握着天使圣剑，凝重的向下方划下，以右肩为中心，迅速划出一个巨大的圆弧。在天使圣剑后带出一连串的残影。<br>当这圆弧的起点与终点融合的瞬间，一个赤金色的光环出现在千仞雪身体周围，而
        "

c74838ba39c141d7af0700c514a81709,"小舞噗哧一笑，道：“我为什么要担心？我才不担心呢。就算你和千仞雪同样是神，可你在成神之前就是双生武魂，那时候她都杀不死你，更何况你现在已经成就了海神呢？我从来就没担心过你还会输给她。我只是要监督你，可不能让你被她迷住了。哼哼，我可记得，在她的记忆之中，还和你……”<br>说到这里，小
        "

dc441a877136416db8d32c193871c6a1,"“顶级一考完成，陪伴海神完成传承之路，叠加奖励释放，奖励魂力等级提升十级，所有魂环修为增加两千年，神赐魂环三枚。”<br>震撼，当这句话出现在小舞耳中的时候，她心中只有震撼，不只是因为自己的修为提升而震撼，同时也为了那全身覆盖在蓝金色铠甲之中，背后八翼展开，展现着无与伦比威势的唐三而
        "

8b4b9399f32a46c5bf56d6d28b2b2910,"按照顺序来看，这海神传承的八关之中，前七关很可能就是考的自己能否从七情中挣脱出来才对。是了，一定是这样的。<br>想通这一点，唐三心中顿时豁然开朗，剧痛从右腿传来，蓝银皇右腿骨开始剥离所产生的痛苦也没能打扰他心中的明悟。<br>如果海神能够感受到唐三此时内心中的变化，一定会大为欣慰
        "

132444f42660429abf54e747acc81c58,"“修罗，你给我站住，把话说清楚了再走。你这明显不公平。去神界委员会本座也不怕。你那种选传承者的方法本来就不地道，普遍撒网，逐个培养。我可是专心致志的就培养了这么一个。”<br>尽管海神的话依旧很强硬，但此时却已经有点色厉内荏的味道了。<br>修罗神停下脚步，头也不回的说道：“还有。
        "

945be500781b4827bc02164ecfc08cec,"唐三穿过波赛西以献祭自身凝聚而成的赤金炎大门，来到了真正的海神神殿外，却被神殿外围的金色光罩所阻挡，他立刻就想到了最直接的方法，硬破而入。没有了海神之心，这是他能想到的最直接的方法了。<br>就在唐三将自身能量凝聚，准备发动之时，先前那冰冷的声音却再次响起，“破坏海神殿隔绝护罩，将会
        "

797a99e391ef4d6d92d490600953cb07,"“可是，海神传承要付出的，是波赛西大人的生命啊！”海魔女看着那已经紧闭的大门，哽咽着说道，“你们难道忘记了么？我们能有今天，波赛西大人给与了我们多少帮助。没有大人，就没有我们。可现在我们却要眼睁睁的看着她去死。我受不了。”<br>海马斗罗叹息一声，道：“大人的情况你们也看到了。或许，
        "

dd458fe77cd249edbdabcbb8a2557397,"唐三猜到了波赛西的变化是因为自己的曾祖唐晨，可是他却万万没有想到事情的真相竟会是这样……<br>波赛西幽幽的道：“不过，有一点你猜得不对，并不是唐晨不明白我的心意。当他来到这里的时候，我们再次相见，以前所有的一切都没有意义了。百年了，我们都在这个世界上活了超过百年的时间，还有什么可放
        "

9a5c842bed964e008a8a69f1eb90ca2b,"突然间一道红光闪过。<br>佩姬的热熔刀从左上至右下，斜斩开了绿皮士兵的胸腹。<br>这士兵被高温刀刃切成两截，摔落在地，爆出大片大片的绿血来，两截残尸还在地面上不断挣扎，仿佛在试图重新将其拼接起来似的。<br>“血肉序列？”佩姬惊愕地再次出刀，将两截碎尸变成了无数截，诡异的扭动这才
        "

7180d02f01f44ae3ace6c2ea4d79d7dd,"新书已发，书名《姑娘你不对劲》，大家可以收藏，可以追，也可以养，还可以去书评区怒骂作者更新龟速←<br>如何找到新书？点击作家【幽祝】，在【全部作品】里就可以看到。<br>由于《苍青之剑》正文已经完结，所以接下来就要更改为【完结状态】，确保前期投资的书友们可以拿到奖励。<br>但是更改后似乎就不能再上传章节了。<br>因此后续的番外应该会在新书的【作品相关】里进行发布。<br>不过最近更新主要还是以新书为主，番外的话看时间和心情吧，慢慢写。<br>接下来介绍新书。<br>————————<br>第一版内容简介如下：<br>————————<br>家境贫寒，父母双亡，又遭遇漂亮未婚妻的退婚。<br>标准小白文主角模板，所以我的金手指要来了对吧！<br>没想到当天晚上，未婚妻突然反悔：<br>这婚，我不退了！<br>而且还要同居睡一块，生活费全部她来出！<br>好，同居就同居，反正我不吃亏。<br>一夜过后……<br>咦，这未婚妻有点不对劲啊？<br>————————<br>如上所述，就是咱们的男主角被漂亮未婚妻退婚，然后对方又突然反悔了，而且还要和他同居的故事。<br>当然，退婚是因为利益驱使，同居也是因为利益驱使。即便没有感情基础，至少双方存在共同利益，各取所需，加上未婚妻足够漂亮，看着也养眼，所以同居就同居着吧。<br>然而，仅仅是住了一晚上，他就发现自己的这个漂亮未婚妻……<br>……好像是一只水生生物啊？<br><br> 
        "

89e044b3629b4d74828d6f4d754e8b0f,"虚空。<br>无数紫色虚鱼宛如紫色光点，从四面八方涌出，纷纷冲入天魔宇宙。<br>它们并不进入宇宙内部，而是利用王一洋的权限，在宇宙外膜上开一个个小口子，然后将体内吞噬的宇宙碎片吐进去。<br>这些碎片都是来自洪荒宇宙。是破碎掉的洪荒宇宙残留的部分。<br>圣人们对这些东西不在意，
        "

86068d9991124448838974d5a762f25b,"虚空深处。<br>无限真存的两大至圣，以真理之翼安柏儿为首，组成金色宫殿形态，缓缓朝着洪荒方向移动。<br>另一侧，星极殿的至圣宫主亲自带队，九位圣人顶点排列其后，包裹在巨大白色鲸鱼光团中，也在朝洪荒逼近。<br>万虚宫和昆吾城两边，同样也出现在附近虚空中。<br>万虚宫众圣散发的
        "

3261123e2f56422bb4fd5f38c0f9463e,"佛土。<br>一尊尊罗汉无声无息被掠夺，化为王一洋。<br>四大菩萨之外的所有菩萨，也都纷纷沦陷。<br>八十八佛中，除开大日如来等几个疑似圣人分身的家伙，王一洋不敢动外，其余都已经成了他的一部分。<br>至此，元始天尊满是恨意的佛土，已经彻底沦为名为王一洋的天灾难地。<br>短
        "

aec6cbdff35f4990b017c1d679916186,"在连续数次大战后。天下闻名号称最强的时代宠儿阐教，居然开始落入下风。<br>这让观战的妖魔方和阐教自身也难以置信。<br>他们还沉浸在封神一战的浩大胜利中，却没想到佛教已经在慢慢崛起成长起来。<br>于是广成子为首的十二金仙，在警觉之下，反而对这场战争的开启有些庆幸起来。<br>若
        "

1019fff0a8f34e5f9f59523d9c259c87,"天魔界。<br>浩大的天魔宫内。<br>王一洋缓缓转身，坐在代表宗主的宝座上。<br>尽管此时的他只是个半透明的虚影投影，但不影响他此时在宗门内的地位。<br>宫殿内，血衣圣人和龙吟风和两位，都已经提前抵达。<br>“从师尊陨落已经过去万年。这一万年里，我没有过多干涉宗门事务，一
        "

0735e247424c4235aeb82502100eea24,"这一场短暂交手下，菩提子当场陨灭，金仙弟子中也有人被杀。<br>表面看起来是人手互换，但佛子只有三位，而金仙弟子足足有十二人以上。<br>当下佛国军的明珠子和辛月子，疯狂的动用全力，一次次释放佛宝。<br>两人法力明显强于其余所有玄仙，联手之下，数件佛宝佛光普照，逼得阐教联军和妖魔联
        "

e81c7ebcd003493d8961cabd32c995b6,"妖魔联军，佛国星域，阐教星域，三方区域中间，一片漆黑太空中。<br>有一公共星球，被命名为永和星。<br>此星球庞大无比，周边布置了无数三方封印，为的便是将此地作为战场，封锁威力逸散，以免造成力量法力外泄。<br>此时此地，正汇聚了三方大军派来的各自代表。<br>永和星上天空一片深
        "

b9d1aa48e6814e0997e8effa6c8bf048,"黄龙真人正讲解仙道五分。<br>因为他的弟子众多，其中不乏有天地人三道不能成仙者，只能走鬼仙和神仙两道。<br>所以他这次专程开坛，便是要为诸多弟子讲这五道成仙的道路方向，以及各种修行核心。<br>“这第三便是人仙，人乃万物之灵，有万灵之首之称，以人脉成仙，能聚众人之力，同样威力无穷
        "

cdb67270936a43f689513d48e6ce26b6,"而且更为夸张的是，肖瑜积累的修为还远不至此。<br>毕竟是为了突破至圣而积累的法力，还因此吞掉了不少同门圣人。<br>只是帮王一洋突破中位圣位，自然是绰绰有余。<br>这一瞬间，钟婉秋也好，夏橙也好，还有其他千千万万的王一洋也好。<br>所有子体修为都缓缓上升，虽然看似不多，但巨大
        "

b1cca03e7d0b4e9fb4629e5c35b04957,"火云中，有两位一高一矮人影，正率领密密麻麻无数人影，朝着这边张望过来。<br>这高的人影，手持金色宝剑，头有三面，一哭一笑一漠然。<br>察觉到洪荒诸圣的窥视，这人影遥遥朝着这边一拱手。<br>“贫道张天河，乃昆吾城妙极宗宗主，此行前来，为的是捉拿昆吾城逆徒肖瑜。望诸位道友多加配合。
        "

da53135700634df5b39fba9d4635bd07,"“一起，祭礼！”<br>所有烈法宗弟子，纷纷取下身上法器法宝，高高举起。<br>一道道无声光华，从所有法器法宝上飞射而出，汇聚在半空中的云气里。<br>云气暂时吞没掉所有宝光，其凝聚出的老者面容，这才双目扫视下方。<br>从站在最前面的第一排扫视过去。<br>“二起，越魂！”
        "

6d79c76f1f6e4bdfba025e18022d2b17,"“也就是说...我现在一下又被两大势力盯上了？”<br>王一洋一直觉得自己是个胆大包天的性子。可惜，和这次的这个新身份相比，他还是愣了点。<br>这位只是个巅峰圣人，居然就敢得罪坑还两大至圣势力。<br>而且昆吾城还不是简单的至圣势力...<br>消化了下，王一洋反手张开掌心，其上
        "

fc59708e2cfd492ca8375e96d8e87092,"虚空。<br>无数黑红电光将整个洪荒宇宙团团包围。<br>周围大量中小宇宙，都已经消失得无影无踪。唯独只剩下寥寥几个上位宇宙还存留。<br>而洪荒，便是其中最中心的核心。<br>万虚宫的两位鹿角圣人此时正遥遥望向洪荒，面容冷肃。<br>“在下程愫，这位乃是程云，我等奉万虚宫之命，
        "

583bed1de785415997365fc83735db85,"就在星极殿和万虚宫同时逼近时。<br>王一洋已经将自己的身体，撒了大半了。<br>他不断往返各大洪荒子体宇宙，将自己身体和元神，如扳饼干一样，扳断，捏碎，然后将碎末撒入各大洪荒子体里的大气和海洋。<br>他的灵能以灵能之种为单位，一部分不断被稀释，被无数生物吸收，并融入他们体内。
        "

dca15d67950e4eb5b03c296677a44c25,"“寻找脱身之法...”<br>打着才买的油纸伞，王一洋慢慢走在雨幕中，神色宁和。<br>此时的大唐还处于繁花似锦状态。<br>无数外国使臣来朝，天朝上国的地位辐射四周。无论妖魔还是列国，都态度极其恭敬。<br>走在大街上，王一洋都能不时看到，有伪装成人类身份的妖魔在这里生活。<br>
        "

f5dcd779c52c4d3d9f65acfb51c4706b,"苏小小在这三百年里，终于无法支撑，自行兵解遁入轮回。<br>临死前，王一洋在她身上留下印记，待得一切尽了后，再去寻她重返。<br>至于王家苏家的其余人，却没有这个待遇了。<br>一代接一代不断更迭，沉湎之星上，渐渐已经看不到什么熟面孔。<br>反倒是天魔宗那边，更加让王一洋熟悉。
        "

f19ac14b8c45422dbbb55dc24bef637e,"从东海龙宫出来，王一洋神色悠然，仿佛真的只是拜访好友游玩。<br>但只有他自己知道，此时的他，已经一路在经过的地域，播撒了超过三十个所谓的修仙系统金手指。<br>这种金手指，生产起来相当容易，特别是对于曾经有过群星文明熏陶的王一洋来说，也就是思维电转之间，动念便能制造数十个。<br>
        "

0813bcd660204920a09b825fb3c9041e,"狮驼国内。<br>一道金光从天而降，再度落入王一洋所在院落。<br>金翅大鹏面带戾气，一把落在院子正中，看着面色诧异的王一洋。<br>这个可恶的人类，正坐在藤椅上，悠闲的吃着坚果葡萄。似乎压根没想到他还敢来。<br>“竖子！！一次次戏耍戏弄于我，今日，我金翅大鹏必要你血溅五步！！”
        "

c383c8f6438d41909831afa0957999dd,"不提狮驼国王宫如何对待自己。<br>王一洋出手后，便依旧居于自己院子，每日弹琴饮酒，煮茶看书，好不悠闲。<br>偶尔弟子霞衣公主前往，教导之后也会陪着他下下棋。<br>表面上看，整个狮驼国已经转危为安，国力慢慢开始恢复。<br>在金翅大鹏鸟被击退后，周围百姓对狮驼国又重拾信心，商路
        "

a1f31e8fd44e46c9b144d03a7ed44bc0,"“老.....老师....!!”霞衣在一旁已经彻底呆滞。<br>她脑海里一片空白，从刚刚那铺天盖地黑手开始，便已经没什么念头想法了。<br>那一瞬间，她心头的焦躁和恐慌，一下子统统转换成震撼。<br>黑手翻天一抓，便将足以覆灭整个狮驼国的恐怖大妖捏在掌心。<br>这是何等神通！何等
        "

60ee5731eab84a459d4c73029640d86c,"大军惨败，诸多修士陨落，宗门衰败。<br>狮驼国王宫内，狮驼王周顺病倒。<br>一系列的事情宛如陨石般，一个接一个，狠狠砸下来，砸得太子周岩头晕目眩。<br>等到他反应过来时，一切已成定局。<br>整个狮驼国一片空虚。军力不足以往十分之一，周围结盟的宗门门派，也损失惨重，封山的封山
        "

a913ab398d924654aaf5228d6a5d712c,"数日后。<br>王一洋带着霞衣一起，来都国内的一栋念缺楼，品尝美食。<br>“传闻这里的主厨，每日有三不做。”<br>霞衣公主笑着介绍道。<br>“第一不做，是每天做完一百份菜，便不做，”<br>“第二，是人品低劣者，不做。”<br>“第三，是心情不好时，不做。”<br>“有
        "

20884fe5e92447e88c9680de00c8f61f,"教导弟子是个技术活。<br>但对于王一洋来说，倒是没什么难度。他提前将自己要教导的内容，做成幻觉，然后等霞衣来了，往她感知里一塞，一切就结束了。<br>表面上看，他似乎在勤勤恳恳的一点点教导，实际上，真正的他，不过是坐在一旁看书，品茶，吃茶点而已。<br>而幻觉模拟出来的他，正一点点
        "

7a2f4c1dfa9e42548878c418f91f3d46,"一转眼，一夜无眠。<br>霞衣公主勉强休息了一点时间，第二天天还没亮，便起了个大早，准备前往那个神秘小院，正式拜师。<br>为了拜师，她可是调动了自己最大的权力资源，钱也好，各种自己的珍藏宝贝也好，全部都带上。<br>就为了给与老师自己最大的诚意。<br>只是她才领着队伍走到王宫大
        "

8db03296a10944c8b197a0cbb9a6c087,"只是让王一洋没想到的是。<br>这个霞衣公主居然真的愿意在门外等。<br>而且一等就是三天。<br>她干脆就在门前，一声不吭，不吃不喝，皮肤头发也迅速失去光泽起来。<br>狮驼国的许多平民也都发现了公主的举动，一开始，大家都非常不解。<br>王宫也来了人试图将公主劝说带回去。
        "

40cc5f5eaa56487895451073e62d78c5,"霞衣公主生得花容月貌，娇小可爱，才刚年过十三，便性子跳脱，总喜欢舞刀弄枪，跟着自家护卫队长学了几招，便颇有些不知天高地厚。<br>这让狮驼王有些头疼。<br>“女儿若是喜欢，大可以自行寻找，这年头，要想寻一个太傅那般的老师，可不是容易之事。”他低声道。<br>“父王此言当真？”<br>
        "

a8e705afb2354ba38702bdd777b06443,"离开森林，王一洋越过一条峡谷，居然就到了西牛贺洲。<br>之后再随意寻了个最近的小国，名为狮驼国，便索性在其中定居下来。<br>他原本打算和苏小小一起隐居，但苏小小没有他身上的命运隔断，一旦出现，不属于这里这个宇宙原住民的身份，第一时间就会被发现。<br>虽然他可以延伸命运隔断的能力
        "

9cb33dfb46b842e4af409639fa6877d9,"“代价确实有些大。”王一洋确实还有办法。<br>只要他将永恒丝线一起用上，应该能加大联系和牵引力，然后迅速强化吞噬速度。<br>但这样一来。他自身的掠夺吞噬的能力会超越极限，无法消化，很可能会导致他自身被混沌异体污染。<br>“如果你能帮我救出伊苏，我欠你一命！”安柏儿认真对王一洋郑
        "

